sum,mean,count
125133,758.3818181818182,165
124994,294.79716981132077,424
124354,242.87890625,512
124237,443.7035714285714,280
123438,620.2914572864322,199
122992,924.7518796992481,133
122702,674.1868131868132,182
121400,331.69398907103823,366
121187,792.0718954248366,153
120596,427.64539007092196,282
120188,1092.6181818181817,110
120097,361.7379518072289,332
119989,502.0460251046025,239
119223,285.9064748201439,417
118969,519.5152838427948,229
117101,410.88070175438594,285
116008,6824.0,17
115726,771.5066666666667,150
115700,330.57142857142856,350
114754,896.515625,128
114613,682.2202380952381,168
114314,656.9770114942529,174
114050,337.4260355029586,338
114032,327.67816091954023,348
113964,1139.64,100
113004,1793.7142857142858,63
112954,317.2865168539326,356
112101,732.6862745098039,153
111927,425.5779467680608,263
111405,683.4662576687117,163
111234,517.3674418604651,215
109883,2113.1346153846152,52
109873,490.5044642857143,224
109759,1291.2823529411764,85
109381,377.1758620689655,290
109100,657.2289156626506,166
108800,946.0869565217391,115
108291,411.7528517110266,263
107610,448.375,240
107607,403.02247191011236,267
106342,332.31875,320
105932,535.010101010101,198
105495,383.6181818181818,275
105425,702.8333333333334,150
105026,681.987012987013,154
104742,402.8538461538462,260
104413,915.9035087719299,114
104222,605.9418604651163,172
103994,254.88725490196077,408
103884,499.4423076923077,208
103480,265.3333333333333,390
102532,657.2564102564103,156
102060,418.27868852459017,244
101006,446.929203539823,226
100290,394.84251968503935,254
99242,624.1635220125786,159
99215,878.0088495575221,113
98906,696.5211267605633,142
98303,664.2094594594595,148
98212,486.1980198019802,202
98077,705.589928057554,139
98014,2227.590909090909,44
97042,795.4262295081967,122
96922,342.48056537102474,283
96905,430.68888888888887,225
96304,580.144578313253,166
96292,299.04347826086956,322
95481,332.6864111498258,287
95450,248.56770833333334,384
94990,1233.6363636363637,77
94840,628.0794701986755,151
93753,392.27196652719664,239
93746,629.1677852348994,149
93660,632.8378378378378,148
93592,508.6521739130435,184
93592,217.65581395348838,430
93368,662.1843971631206,141
93368,614.2631578947369,152
92957,356.1570881226054,261
92386,1015.2307692307693,91
92269,854.3425925925926,108
91262,642.6901408450705,142
90866,416.8165137614679,218
90345,1173.3116883116884,77
89486,341.5496183206107,262
89256,275.48148148148147,324
86894,533.0920245398773,163
86538,727.2100840336135,119
86064,677.6692913385826,127
86041,661.8538461538461,130
86023,565.9407894736842,152
85989,895.71875,96
85703,1032.566265060241,83
85450,209.43627450980392,408
84526,340.8306451612903,248
83763,313.7191011235955,267
83435,563.75,148
83310,1301.71875,64
82925,479.33526011560696,173
82347,311.92045454545456,264
81875,310.13257575757575,264
81865,843.9690721649484,97
81814,235.0977011494253,348
81725,1135.0694444444443,72
81516,734.3783783783783,111
81347,419.3144329896907,194
81262,1128.638888888889,72
81051,401.24257425742576,202
80775,734.3181818181819,110
80392,195.126213592233,412
80380,223.27777777777777,360
80314,1181.0882352941176,68
79833,478.0419161676647,167
79674,1626.0,49
77232,386.16,200
76998,351.5890410958904,219
76989,296.1115384615385,260
76844,1097.7714285714285,70
75385,542.3381294964029,139
74721,279.85393258426967,267
74660,373.3,200
74607,921.074074074074,81
73429,564.8384615384615,130
73054,579.7936507936508,126
72894,282.5348837209302,258
72860,433.6904761904762,168
72807,1400.1346153846155,52
72743,727.43,100
72401,813.4943820224719,89
72234,212.45294117647057,340
71949,571.0238095238095,126
71444,2976.8333333333335,24
71010,273.11538461538464,260
70167,508.45652173913044,138
69664,440.9113924050633,158
69480,210.54545454545453,330
68626,693.1919191919192,99
68316,588.9310344827586,116
68246,285.54811715481173,239
68157,405.69642857142856,168
67867,634.2710280373832,107
67736,517.0687022900763,131
67469,1183.6666666666667,57
67428,602.0357142857143,112
67058,389.8720930232558,172
66672,1587.4285714285713,42
66450,260.5882352941176,255
66157,462.6363636363636,143
65382,398.6707317073171,164
65107,1067.327868852459,61
64741,431.6066666666667,150
64680,1702.1052631578948,38
64534,658.5102040816327,98
63044,187.63095238095238,336
62952,588.3364485981308,107
62541,525.5546218487395,119
62365,611.4215686274509,102
62058,185.80239520958085,334
62036,747.4216867469879,83
61842,245.4047619047619,252
61578,157.08673469387756,392
61078,636.2291666666666,96
60718,1084.25,56
60264,558.0,108
60076,397.8543046357616,151
59815,747.6875,80
59756,506.40677966101697,118
59500,2833.3333333333335,21
59302,272.0275229357798,218
59115,523.141592920354,113
58927,395.48322147651004,149
58927,807.2191780821918,73
58069,315.5923913043478,184
57868,1702.0,34
57835,444.88461538461536,130
57630,450.234375,128
57184,492.9655172413793,116
57021,416.2116788321168,137
56790,359.43037974683546,158
56691,168.72321428571428,336
56238,631.8876404494382,89
55816,996.7142857142857,56
55388,1420.2051282051282,39
55369,1287.6511627906978,43
55341,130.82978723404256,423
54902,998.2181818181818,55
54684,357.4117647058824,153
54326,507.7196261682243,107
54251,260.82211538461536,208
53196,432.4878048780488,123
53177,844.0793650793651,63
53084,478.23423423423424,111
52824,273.69948186528495,193
52675,786.1940298507462,67
52232,567.7391304347826,92
51882,156.2710843373494,332
51803,822.2698412698413,63
51649,737.8428571428572,70
51284,219.16239316239316,234
51263,1653.6451612903227,31
51140,227.2888888888889,225
50170,309.69135802469134,162
49588,229.57407407407408,216
49355,394.84,125
49303,432.4824561403509,114
49268,289.81176470588235,170
48753,369.34090909090907,132
48029,750.453125,64
47744,218.00913242009133,219
47361,194.90123456790124,243
47358,599.4683544303797,79
47205,229.1504854368932,206
46744,994.5531914893617,47
46321,409.92035398230087,113
46145,1591.2068965517242,29
45336,310.52054794520546,146
44738,328.95588235294116,136
44491,2780.6875,16
43886,1828.5833333333333,24
43161,513.8214285714286,84
42572,478.3370786516854,89
42251,287.421768707483,147
42216,562.88,75
42082,190.4162895927602,221
42034,461.9120879120879,91
41856,597.9428571428572,70
41728,213.9897435897436,195
41551,831.02,50
41126,131.81410256410257,312
41060,350.94017094017096,117
40872,109.87096774193549,372
40746,657.1935483870968,62
40357,620.876923076923,65
40309,671.8166666666667,60
39816,847.1489361702128,47
39381,504.88461538461536,78
38633,449.22093023255815,86
38380,1476.1538461538462,26
38074,458.72289156626505,83
37694,192.31632653061226,196
37153,4644.125,8
37040,536.8115942028985,69
36984,161.50218340611355,229
35748,99.3,360
35663,557.234375,64
35605,395.6111111111111,90
35135,381.9021739130435,92
34964,388.4888888888889,90
34612,2163.25,16
34420,207.34939759036143,166
33980,292.9310344827586,116
32664,125.63076923076923,260
32577,276.0762711864407,118
32536,677.8333333333334,48
32517,345.9255319148936,94
32433,71.125,456
31920,138.1818181818182,231
31764,907.5428571428571,35
31610,124.44881889763779,254
31297,173.87222222222223,180
31208,231.17037037037036,135
30995,1408.8636363636363,22
30834,160.59375,192
30830,228.37037037037038,135
30666,494.61290322580646,62
30576,485.3333333333333,63
30128,538.0,56
29885,183.3435582822086,163
29711,297.11,100
28558,339.9761904761905,84
28318,301.25531914893617,94
27916,450.258064516129,62
27432,391.8857142857143,70
27320,188.41379310344828,145
26686,144.24864864864864,185
26609,354.7866666666667,75
26216,349.5466666666667,75
26207,132.35858585858585,198
26207,132.35858585858585,198
25913,1233.952380952381,21
25733,395.89230769230767,65
25506,289.84090909090907,88
25127,571.0681818181819,44
24654,129.07853403141362,191
24612,447.4909090909091,55
24360,353.04347826086956,69
24314,607.85,40
24016,615.7948717948718,39
23880,331.6666666666667,72
23754,527.8666666666667,45
23377,389.6166666666667,60
23338,752.8387096774194,31
23206,263.70454545454544,88
23031,291.53164556962025,79
22574,137.64634146341464,164
22086,736.2,30
22044,1049.7142857142858,21
21512,151.49295774647888,142
21507,896.125,24
21468,174.53658536585365,123
20655,196.71428571428572,105
20517,707.4827586206897,29
18381,66.59782608695652,276
18168,169.79439252336448,107
17100,219.23076923076923,78
17058,132.2325581395349,129
16985,157.2685185185185,108
16928,222.73684210526315,76
16505,2063.125,8
15879,756.1428571428571,21
15575,213.35616438356163,73
15062,198.18421052631578,76
15029,263.6666666666667,57
14806,122.36363636363636,121
14384,958.9333333333333,15
14211,131.58333333333334,108
13561,155.8735632183908,87
13451,336.275,40
12503,390.71875,32
12444,122.0,102
12423,354.9428571428571,35
12218,132.80434782608697,92
12136,195.74193548387098,62
11966,598.3,20
11796,161.58904109589042,73
11535,189.0983606557377,61
11214,590.2105263157895,19
10403,1300.375,8
9652,75.40625,128
9240,924.0,10
9014,333.85185185185185,27
8523,852.3,10
8340,213.84615384615384,39
7938,330.75,24
7886,315.44,25
7830,1566.0,5
7790,205.0,38
6331,131.89583333333334,48
6075,467.3076923076923,13
6031,65.55434782608695,92
5149,73.55714285714286,70
4634,662.0,7
4594,95.70833333333333,48
4543,189.29166666666666,24
4501,643.0,7
4471,343.9230769230769,13
4353,272.0625,16
3743,233.9375,16
2360,87.4074074074074,27
2166,33.84375,64
2108,351.3333333333333,6
1974,164.5,12
1773,84.42857142857143,21
1736,78.9090909090909,22
1448,144.8,10
1090,41.92307692307692,26
966,40.25,24
